CommodityCode,CommodityName
590500,"Textile wall coverings of fabrics impregnated, coated, covered or laminated"
590610,"Textile fabrics, rubberised; (excluding those of heading no. 5902), adhesive tape of a width not exceeding 20cm"
590691,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted"
590699,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), not knitted or crocheted"
590700,"Textile fabrics; otherwise impregnated, coated or covered, painted canvas being theatrical scenery, studio back-cloths or the like"
590900,"Textile hosepiping and similar textile tubing; with or without lining, armour or accessories of other materials"
591000,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material"
591110,"Textile fabric, felt & felt-lined woven fabrics, coated/covered/laminated with rubber, leather or other material, for card clothing, similar fabrics used for technical purposes, including rubber impregnated narrow velvet fabrics to cover weaving spindles"
591120,"Textile products and articles for technical uses; bolting cloth, whether or not made up"
591190,Textile products and articles for technical uses; n.e.c. in heading no. 5911
600110,"Fabrics; long pile fabrics, knitted or crocheted"
600129,"Fabrics; looped pile fabrics, of textile materials (other than cotton or man-made fibres), knitted or crocheted"
600192,"Fabrics; pile fabrics (excluding long pile and loop pile), of man-made fibres, knitted or crocheted"
600199,"Fabrics; pile fabrics (excluding long pile and loop pile), of textile materials (other than cotton or man-made fibres), knitted or crocheted"
600290,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread"
600390,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm, other than of wool and fine animal hair, cotton, synthetic or artificial fibres"
600490,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread,"
600535,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres specified in Subheading Note 1 to this Chapter"
600536,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, bleached or unbleached"
600537,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed"
600538,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, yarns of different colours"
600539,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, printed"
600610,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of wool or fine animal hair"
600621,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
600622,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed"
600624,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, printed"
600631,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, unbleached or bleached"
600632,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, dyed"
600633,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, of yarns of different colours"
600690,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres"
610120,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6103)"
610130,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted, (excluding those of heading no. 6103)"
610190,"Coats; men's or boys' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6101, knitted or crocheted (excluding those of heading no. 6103)"
610220,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of cotton, knitted or crocheted (excluding those of heading no. 6104)"
610230,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of man-made fibres, knitted or crocheted (excluding those of heading no. 6104)"
610290,"Coats; women's or girls' overcoats, car-coats, capes, anoraks, wind-jackets and similar articles, of textile materials n.e.c. in heading no. 6102, knitted or crocheted (excluding those of heading no. 6104)"
610310,"Suits; men's or boys', knitted or crocheted"
610322,"Ensembles; men's or boys', of cotton, knitted or crocheted"
610323,"Ensembles; men's or boys', of synthetic fibres, knitted or crocheted"
610329,"Ensembles; men's or boys', of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
610331,"Jackets and blazers; men's or boys', of wool or fine animal hair, knitted or crocheted"
610332,"Jackets and blazers; men's or boys', of cotton, knitted or crocheted"
610333,"Jackets and blazers; men's or boys', of synthetic fibres, knitted or crocheted"
610339,"Jackets and blazers; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610342,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of cotton, knitted or crocheted"
610343,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of synthetic fibres, knitted or crocheted"
610349,"Trousers, bib and brace overalls, breeches and shorts; men's or boys', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610413,"Suits; women's or girls', of synthetic fibres, knitted or crocheted"
610419,"Suits; women's or girls', of textile materials (other than synthetic fibres), knitted or crocheted"
610422,"Ensembles; women's or girls', of cotton, knitted or crocheted"
610423,"Ensembles; women's or girls', of synthetic fibres, knitted or crocheted"
610429,"Ensembles; women's or girls', of textile materials (other than cotton or synthetic fibres), knitted or crocheted"
610431,"Jackets; women's or girls', of wool or fine animal hair, knitted or crocheted"
610432,"Jackets; women's or girls', of cotton, knitted or crocheted"
610433,"Jackets; women's or girls', of synthetic fibres, knitted or crocheted"
610439,"Jackets; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610441,"Dresses; women's or girls', of wool or fine animal hair, knitted or crocheted"
610442,"Dresses; women's or girls', of cotton, knitted or crocheted"
610443,"Dresses; women's or girls', of synthetic fibres, knitted or crocheted"
610444,"Dresses; women's or girls', of artificial fibres, knitted or crocheted"
610449,"Dresses; women's or girls', of textile materials (other than wool or fine animal hair, cotton, synthetic or artificial fibres), knitted or crocheted"
610451,"Skirts and divided skirts; women's or girls', of wool or fine animal hair, knitted or crocheted"
610452,"Skirts and divided skirts; women's or girls', of cotton, knitted or crocheted"
610453,"Skirts and divided skirts; women's or girls', of synthetic fibres, knitted or crocheted"
610459,"Skirts and divided skirts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610462,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of cotton, knitted or crocheted"
610463,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of synthetic fibres, knitted or crocheted"
610469,"Trousers, bib and brace overalls, breeches and shorts; women's or girls', of textile materials (other than wool or fine animal hair, cotton or synthetic fibres), knitted or crocheted"
610510,"Shirts; men's or boys', of cotton, knitted or crocheted"
610520,"Shirts; men's or boys', of man-made fibres, knitted or crocheted"
610590,"Shirts; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610610,"Blouses, shirts and shirt-blouses; women's or girls', of cotton, knitted or crocheted"
610620,"Blouses, shirts and shirt-blouses; women's or girls', of man-made fibres, knitted or crocheted"
610690,"Blouses, shirts and shirt-blouses; women's or girls', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
610711,"Underpants and briefs; men's or boys', of cotton, knitted or crocheted"
610712,"Underpants and briefs; men's or boys', of man-made fibres, knitted or crocheted"
610719,"Underpants and briefs; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted"
